Company Ticker,Sector,Industry,MarketCap,Currency,MarketCap_USD
PPG,Basic Materials,Specialty Chemicals,21309024256,USD,21309024256.0
PPL,Utilities,Utilities - Regulated Electric,26925750272,USD,26925750272.0
PPT.AX,Financial Services,Asset Management,2186532096,AUD,1422042109.9280794
PPTA,Basic Materials,Other Precious Metals & Mining,2762041088,USD,2762041088.0
PR,Energy,Oil & Gas E&P,10617702400,USD,10617702400.0
PRA,Financial Services,Insurance - Property & Casualty,1230328576,USD,1230328576.0
PRAA,Financial Services,Credit Services,572429632,USD,572429632.0
PRAX,Healthcare,Biotechnology,4529754624,USD,4529754624.0
PRCH,Technology,Software - Application,1600527488,USD,1600527488.0
PRCT,Healthcare,Medical Devices,1919996160,USD,1919996160.0
PRDO,Consumer Defensive,Education & Training Services,2006409856,USD,2006409856.0
PRG,Industrials,Rental & Leasing Services,1131399424,USD,1131399424.0
PRGO,Healthcare,Drug Manufacturers - Specialty & Generic,2824575232,USD,2824575232.0
PRGS,Technology,Software - Infrastructure,1831295232,USD,1831295232.0
PRI,Financial Services,Insurance - Life,8468065792,USD,8468065792.0
PRIM,Industrials,Engineering & Construction,7738412032,USD,7738412032.0
PRIO3.SA,Energy,Oil & Gas E&P,29541826560,BRL,5488087334.771097
PRK,Financial Services,Banks - Regional,2472675840,USD,2472675840.0
PRKS,Consumer Cyclical,Leisure,2634028032,USD,2634028032.0
PRLB,Industrials,Metal Fabrication,1266102528,USD,1266102528.0
PRM,Basic Materials,Specialty Chemicals,3507271168,USD,3507271168.0
PRMB,Consumer Defensive,Beverages - Non-Alcoholic,8209990656,USD,8209990656.0
PRME,Healthcare,Biotechnology,812929408,USD,812929408.0
PRO,Technology,Software - Application,1113263744,USD,1113263744.0
PROP,Energy,Oil & Gas E&P,96030488,USD,96030488.0
PRSU,Consumer Cyclical,Travel Services,1014495232,USD,1014495232.0
PRTA,Healthcare,Biotechnology,567367424,USD,567367424.0
PRTH,Technology,Software - Infrastructure,556228800,USD,556228800.0
PRU,Financial Services,Insurance - Life,36612292608,USD,36612292608.0
PRU.AX,Basic Materials,Gold,6456849920,AUD,4199303774.466867
PRU.L,Financial Services,Insurance - Life,27014981632,GBp,35260694236.583115
PRVA,Healthcare,Health Information Services,3038792960,USD,3038792960.0
PRX.AS,Communication Services,Internet Content & Information,133194579968,EUR,153062030030.06485
PRY.MI,Industrials,Electrical Equipment & Parts,24909672448,EUR,28625226590.98337
PSA,Real Estate,REIT - Industrial,48712040448,USD,48712040448.0
PSFE,Technology,Software - Infrastructure,629071552,USD,629071552.0
PSH.L,Financial Services,Asset Management,8510610432,GBp,11108281926.572237
PSIX,Industrials,Specialty Industrial Machinery,2051268352,USD,2051268352.0
PSKY,Communication Services,Entertainment,16902686720,USD,16902686720.0
PSMT,Consumer Defensive,Discount Stores,3619855360,USD,3619855360.0
PSN,Technology,Information Technology Services,8515740160,USD,8515740160.0
PSN.L,Consumer Cyclical,Residential Construction,3913907968,GBp,5108539920.911922
PSNL,Healthcare,Diagnostics & Research,798093568,USD,798093568.0
PSON.L,Communication Services,Publishing,6795661824,GBp,8869884013.818777
PST.MI,Industrials,Conglomerates,26723491840,EUR,30709597278.695423
PSTG,Technology,Computer Hardware,32403566592,USD,32403566592.0
PSTL,Real Estate,REIT - Office,465162816,USD,465162816.0
PSX,Energy,Oil & Gas Refining & Marketing,55570878464,USD,55570878464.0
PTC,Technology,Software - Application,23522494464,USD,23522494464.0
PTCT,Healthcare,Biotechnology,5396229632,USD,5396229632.0
PTEN,Energy,Oil & Gas Drilling,2427149056,USD,2427149056.0
PTGX,Healthcare,Biotechnology,4724949504,USD,4724949504.0
PTLO,Consumer Cyclical,Restaurants,376785248,USD,376785248.0
PTON,Consumer Cyclical,Leisure,3035903488,USD,3035903488.0
PTT.BK,Energy,Oil & Gas Integrated,863892209664,THB,26532315406.071888
PTTEP.BK,Energy,Oil & Gas E&P,420818452480,THB,12924399346.345573
PTTGC.BK,Basic Materials,Chemicals,100096450560,THB,3074215240.7175164
PUBM,Technology,Software - Application,379729792,USD,379729792.0
PUM.DE,Consumer Cyclical,Footwear & Accessories,2731939072,EUR,3139438109.112499
PUMP,Energy,Oil & Gas Equipment & Services,1138604928,USD,1138604928.0
PVBC,Financial Services,Banks - Regional,224776448,USD,224776448.0
PVH,Consumer Cyclical,Apparel Manufacturing,3689825024,USD,3689825024.0
PVLA,Healthcare,Biotechnology,849824640,USD,849824640.0
PWP,Financial Services,Capital Markets,1618881664,USD,1618881664.0
PWR,Industrials,Engineering & Construction,67224424448,USD,67224424448.0
PX,Financial Services,Asset Management,1135021824,USD,1135021824.0
PYPL,Financial Services,Credit Services,63942451200,USD,63942451200.0
PZZA,Consumer Cyclical,Restaurants,1581881088,USD,1581881088.0
QAN.AX,Industrials,Airlines,15495159808,AUD,10077496592.59568
QBE.AX,Financial Services,Insurance - Property & Casualty,29418633216,AUD,19132824679.871937
QBTS,Technology,Computer Hardware,11317387264,USD,11317387264.0
QCOM,Technology,Semiconductors,194996895744,USD,194996895744.0
QCRH,Financial Services,Banks - Regional,1271723904,USD,1271723904.0
QDEL,Healthcare,Medical Devices,1881521792,USD,1881521792.0
QGEN,Healthcare,Diagnostics & Research,9904989184,USD,9904989184.0
QLYS,Technology,Software - Infrastructure,4516316672,USD,4516316672.0
QNST,Communication Services,Advertising Agencies,863993344,USD,863993344.0
QRVO,Technology,Semiconductors,8647310336,USD,8647310336.0
QS,Consumer Cyclical,Auto Parts,9747237888,USD,9747237888.0
QSI,Healthcare,Medical Devices,428470624,USD,428470624.0
QSR,Consumer Cyclical,Restaurants,30006462464,USD,30006462464.0
QTRX,Healthcare,Medical Devices,245804688,USD,245804688.0
QTWO,Technology,Software - Application,3909519360,USD,3909519360.0
QUAD,Industrials,Specialty Business Services,275777056,USD,275777056.0
QUAL3.SA,Healthcare,Healthcare Plans,738949632,BRL,137277229.90236673
QUB.AX,Industrials,Integrated Freight & Logistics,7696996864,AUD,5005850899.977994
QUBT,Technology,Computer Hardware,3444111104,USD,3444111104.0
QXO,Industrials,Industrial Distribution,11645795328,USD,11645795328.0
R,Industrials,Rental & Leasing Services,6801427456,USD,6801427456.0
RAA.DE,Industrials,Specialty Industrial Machinery,7111934976,EUR,8172759020.148633
RACE.MI,Consumer Cyclical,Auto Manufacturers,62309785600,EUR,71603981760.86015
RADL3.SA,Healthcare,Pharmaceutical Retailers,33626263552,BRL,6246867326.92693
RAIL3.SA,Industrials,Railroads,28875839488,BRL,5364364612.090388
RAL,Technology,Electronic Components,4992091136,USD,4992091136.0
RAMP,Technology,Software - Infrastructure,1803492864,USD,1803492864.0
RAND.AS,Industrials,Staffing & Employment Services,5837495296,EUR,6708222515.596186
RAPP,Healthcare,Biotechnology,1242292480,USD,1242292480.0
RARE,Healthcare,Biotechnology,3225558784,USD,3225558784.0
RATCH.BK,Utilities,Utilities - Regulated Electric,58181251072,THB,1786893418.9863322
RBA,Industrials,Specialty Business Services,18124568576,USD,18124568576.0
RBB,Financial Services,Banks - Regional,321618336,USD,321618336.0
RBBN,Technology,Software - Application,593374592,USD,593374592.0
RBC,Industrials,Tools & Accessories,13542341632,USD,13542341632.0
RBCAA,Financial Services,Banks - Regional,1278622976,USD,1278622976.0
RBKB,Financial Services,Banks - Regional,111345352,USD,111345352.0
RBLX,Communication Services,Electronic Gaming & Multimedia,75569299456,USD,75569299456.0
RBREW.CO,Consumer Defensive,Beverages - Brewers,24325199872,DKK,3743945514.2432356
RBRK,Technology,Software - Infrastructure,14967368704,USD,14967368704.0
RC,Real Estate,REIT - Mortgage,478297696,USD,478297696.0
RCAT,Industrials,Aerospace & Defense,1210785024,USD,1210785024.0
RCEL,Healthcare,Medical Devices,102131568,USD,102131568.0
RCKT,Healthcare,Biotechnology,384137792,USD,384137792.0
RCKY,Consumer Cyclical,Footwear & Accessories,213492608,USD,213492608.0
RCL,Consumer Cyclical,Travel Services,75759656960,USD,75759656960.0
RCMT,Industrials,Conglomerates,171405088,USD,171405088.0
RCO.PA,Consumer Defensive,Beverages - Wineries & Distilleries,2204442112,EUR,2533259122.312243
RCUS,Healthcare,Biotechnology,2476056576,USD,2476056576.0
RDC.DE,Healthcare,Pharmaceutical Retailers,1395182848,EUR,1603289856.3088126
RDDT,Communication Services,Internet Content & Information,38842839040,USD,38842839040.0
RDN,Financial Services,Insurance - Specialty,4618860032,USD,4618860032.0
RDNT,Healthcare,Diagnostics & Research,6000046592,USD,6000046592.0
RDOR3.SA,Healthcare,Medical Care Facilities,95110635520,BRL,17669031843.3493
RDVT,Technology,Software - Application,754937600,USD,754937600.0
RDW,Industrials,Aerospace & Defense,1211786368,USD,1211786368.0
REA.AX,Communication Services,Internet Content & Information,28043200512,AUD,18238292544.69845
REAL,Consumer Cyclical,Luxury Goods,1372476032,USD,1372476032.0
REAX,Real Estate,Real Estate Services,781542016,USD,781542016.0
REC.MI,Healthcare,Drug Manufacturers - General,10474841088,EUR,12037279907.011276
RED.MC,Utilities,Utilities - Regulated Electric,8501163520,EUR,9769206421.92307
REFI,Real Estate,REIT - Mortgage,275656096,USD,275656096.0
REG,Real Estate,REIT - Retail,12599359488,USD,12599359488.0
REGN,Healthcare,Biotechnology,67500130304,USD,67500130304.0
REH.AX,Industrials,Industrial Distribution,7085747712,AUD,4608316358.686802
REL.L,Industrials,Specialty Business Services,61961011200,GBp,80873209549.94687
RELIANCE.NS,Energy,Oil & Gas Refining & Marketing,19957511356416,INR,225066084434.2786
RELL,Technology,Electronic Components,157249296,USD,157249296.0
RELY,Technology,Software - Infrastructure,3393940224,USD,3393940224.0
REN.AS,Industrials,Specialty Business Services,70418735104,EUR,80922471092.72125
RENE.LS,Utilities,Utilities - Diversified,2175656448,EUR,2500179757.0057726
RENT3.SA,Industrials,Rental & Leasing Services,41957711872,BRL,7794629308.144517
REP.MC,Energy,Oil & Gas Integrated,17670297600,EUR,20306018627.343357
REPL,Healthcare,Biotechnology,726309696,USD,726309696.0
REPX,Energy,Oil & Gas E&P,572216640,USD,572216640.0
RES,Energy,Oil & Gas Equipment & Services,1182279296,USD,1182279296.0
REVG,Industrials,Farm & Heavy Construction Machinery,2553537536,USD,2553537536.0
REX,Basic Materials,Chemicals,1066767936,USD,1066767936.0
REXR,Real Estate,REIT - Industrial,9858329600,USD,9858329600.0
REYN,Consumer Cyclical,Packaging & Containers,5155179008,USD,5155179008.0
REZI,Industrials,Industrial Distribution,6362611200,USD,6362611200.0
RF,Financial Services,Banks - Regional,21629554688,USD,21629554688.0
RGA,Financial Services,Insurance - Reinsurance,11998659584,USD,11998659584.0
RGCO,Utilities,Utilities - Regulated Gas,215803232,USD,215803232.0
RGEN,Healthcare,Medical Instruments & Supplies,8448206336,USD,8448206336.0
RGLD,Basic Materials,Gold,14741785600,USD,14741785600.0
RGNX,Healthcare,Biotechnology,605665408,USD,605665408.0
RGP,Industrials,Consulting Services,156267504,USD,156267504.0
RGR,Industrials,Aerospace & Defense,667815104,USD,667815104.0
RGTI,Technology,Computer Hardware,12681341952,USD,12681341952.0
RH,Consumer Cyclical,Specialty Retail,3187974144,USD,3187974144.0
RHC.AX,Healthcare,Medical Care Facilities,7360395264,AUD,4786937283.139338
RHI,Industrials,Staffing & Employment Services,2584665344,USD,2584665344.0
RHLD,Industrials,Specialty Business Services,1236013952,USD,1236013952.0
RHP,Real Estate,REIT - Hotel & Motel,5591227904,USD,5591227904.0
RICK,Consumer Cyclical,Restaurants,209378272,USD,209378272.0
RIG,Energy,Oil & Gas Drilling,4361707008,USD,4361707008.0
RIGL,Healthcare,Biotechnology,549779456,USD,549779456.0
RIO.AX,Basic Materials,Other Industrial Metals & Mining,210370674688,AUD,136817547132.09438
RIO.L,Basic Materials,Other Industrial Metals & Mining,87423123456,GBp,114107056128.35388
RIOT,Financial Services,Capital Markets,7703844864,USD,7703844864.0
RITM,Real Estate,REIT - Mortgage,6134957056,USD,6134957056.0
RIVN,Consumer Cyclical,Auto Manufacturers,16005193728,USD,16005193728.0
RJF,Financial Services,Asset Management,31474128896,USD,31474128896.0
RKLB,Industrials,Aerospace & Defense,29686147072,USD,29686147072.0
RKT,Financial Services,Mortgage Finance,47551139840,USD,47551139840.0
RKT.L,Consumer Defensive,Household & Personal Products,39348408320,GBp,51358620685.65196
RL,Consumer Cyclical,Apparel Manufacturing,19077869568,USD,19077869568.0
RLAY,Healthcare,Biotechnology,1196535168,USD,1196535168.0
RLGT,Industrials,Integrated Freight & Logistics,283400320,USD,283400320.0
RLI,Financial Services,Insurance - Property & Casualty,5387207168,USD,5387207168.0
RLJ,Real Estate,REIT - Hotel & Motel,1036459072,USD,1036459072.0
RM,Financial Services,Credit Services,392452576,USD,392452576.0
RMAX,Real Estate,Real Estate Services,420099264,USD,420099264.0
RMBI,Financial Services,Banks - Regional,128196688,USD,128196688.0
RMBS,Technology,Semiconductors,11385078784,USD,11385078784.0
RMD,Healthcare,Medical Instruments & Supplies,36338307072,USD,36338307072.0
RMD.AX,Healthcare,Medical Instruments & Supplies,55131471872,AUD,35855533393.59691
RMNI,Technology,Software - Application,357832800,USD,357832800.0
RMR,Real Estate,Real Estate Services,261480160,USD,261480160.0
RMS.AX,Basic Materials,Gold,6331203584,AUD,4117587900.6971493
RMV.L,Communication Services,Internet Content & Information,5171280896,GBp,6749697518.55575
RNA,Healthcare,Biotechnology,10254364672,USD,10254364672.0
RNAC,Healthcare,Biotechnology,211396608,USD,211396608.0
RNG,Technology,Software - Application,2710849024,USD,2710849024.0
RNGR,Energy,Oil & Gas Equipment & Services,302968800,USD,302968800.0
RNR,Financial Services,Insurance - Reinsurance,11803576320,USD,11803576320.0
RNST,Financial Services,Banks - Regional,3191751424,USD,3191751424.0
ROAD,Industrials,Engineering & Construction,6382213120,USD,6382213120.0
ROCK,Industrials,Building Products & Equipment,1816282880,USD,1816282880.0
ROG,Technology,Electronic Components,1489116672,USD,1489116672.0
ROIV,Healthcare,Biotechnology,13384481792,USD,13384481792.0
ROK,Industrials,Specialty Industrial Machinery,40986836992,USD,40986836992.0
ROKU,Communication Services,Entertainment,16050275328,USD,16050275328.0
ROL,Consumer Cyclical,Personal Services,28350785536,USD,28350785536.0
ROOT,Financial Services,Insurance - Property & Casualty,1247990144,USD,1247990144.0
ROP,Technology,Software - Application,48279695360,USD,48279695360.0
ROST,Consumer Cyclical,Apparel Retail,52426473472,USD,52426473472.0
ROVI.MC,Healthcare,Drug Manufacturers - Specialty & Generic,3085840640,EUR,3546128024.2871037
RPAY,Technology,Software - Infrastructure,396400032,USD,396400032.0
RPD,Technology,Software - Infrastructure,1209454336,USD,1209454336.0
RPM,Basic Materials,Specialty Chemicals,13886088192,USD,13886088192.0
RPRX,Healthcare,Biotechnology,21752399872,USD,21752399872.0
RPT,Real Estate,REIT - Mortgage,112208296,USD,112208296.0
RR,Industrials,Specialty Industrial Machinery,880616704,USD,880616704.0
RR.L,Industrials,Aerospace & Defense,94931288064,GBp,123906918298.42575
RRBI,Financial Services,Banks - Regional,426690368,USD,426690368.0
RRC,Energy,Oil & Gas E&P,8747669504,USD,8747669504.0
RRL.AX,Basic Materials,Gold,4915717632,AUD,3197006568.532869
RRR,Consumer Cyclical,Resorts & Casinos,5539826176,USD,5539826176.0
RRTL.DE,Communication Services,Broadcasting,5098075648,EUR,5858510219.538893
RRX,Industrials,Specialty Industrial Machinery,9092065280,USD,9092065280.0
RS,Basic Materials,Steel,14710414336,USD,14710414336.0
RSG,Industrials,Waste Management,63547211776,USD,63547211776.0
RSI,Consumer Cyclical,Gambling,3883958272,USD,3883958272.0
RSVR,Communication Services,Entertainment,483825600,USD,483825600.0
RTO.L,Industrials,Specialty Business Services,10602976256,GBp,13839295130.880613
RTX,Industrials,Aerospace & Defense,237370261504,USD,237370261504.0
RUM,Communication Services,Internet Content & Information,2107819136,USD,2107819136.0
RUN,Technology,Solar,4607729152,USD,4607729152.0
RUSHA,Consumer Cyclical,Auto & Truck Dealerships,3711245312,USD,3711245312.0
RUSHB,Consumer Cyclical,Auto & Truck Dealerships,3711985664,USD,3711985664.0
RVLV,Consumer Cyclical,Internet Retail,1518597376,USD,1518597376.0
RVMD,Healthcare,Biotechnology,11090746368,USD,11090746368.0
RVSB,Financial Services,Banks - Regional,108931560,USD,108931560.0
RVTY,Healthcare,Diagnostics & Research,10791267328,USD,10791267328.0
RWC.AX,Industrials,Building Products & Equipment,3096389120,AUD,2013780509.061939
RWT,Real Estate,REIT - Mortgage,650242880,USD,650242880.0
RXL.PA,Technology,Electronics & Computer Distribution,8660271104,EUR,9952046668.170855
RXO,Industrials,Trucking,2889455104,USD,2889455104.0
RXRX,Healthcare,Biotechnology,2374824192,USD,2374824192.0
RXST,Healthcare,Medical Devices,355150592,USD,355150592.0
RXT,Technology,Software - Infrastructure,375796256,USD,375796256.0
RY,Financial Services,Banks - Diversified,208495329280,USD,208495329280.0
RYAM,Basic Materials,Chemicals,448905888,USD,448905888.0
RYAN,Financial Services,Insurance - Specialty,14063678464,USD,14063678464.0
RYI,Industrials,Metal Fabrication,674786176,USD,674786176.0
RYM.NZ,Healthcare,Medical Care Facilities,2925299968,NZD,1657957343.8335233
RYN,Real Estate,REIT - Specialty,3395895552,USD,3395895552.0
RYTM,Healthcare,Biotechnology,7554620928,USD,7554620928.0
RZLT,Healthcare,Biotechnology,826535296,USD,826535296.0
RZLV,Technology,Software - Infrastructure,1323326848,USD,1323326848.0
S,Technology,Software - Infrastructure,5925645824,USD,5925645824.0
S32.AX,Basic Materials,Other Industrial Metals & Mining,14232744960,AUD,9256467220.404633
S58.SI,Industrials,Airports & Air Services,5137397248,SGD,3931641380.3190784
S63.SI,Industrials,Aerospace & Defense,26408951808,SGD,20210725923.444324
S68.SI,Financial Services,Financial Data & Stock Exchanges,18286843904,SGD,13994890552.096563
SAB.MC,Financial Services,Banks - Diversified,16296511488,EUR,18727317067.712715
SABR,Technology,Software - Infrastructure,792973888,USD,792973888.0
SAFE,Real Estate,REIT - Diversified,1039026240,USD,1039026240.0
SAFT,Financial Services,Insurance - Property & Casualty,1016229504,USD,1016229504.0
SAFX,Utilities,Utilities - Renewable,133324496,USD,133324496.0
SAH,Consumer Cyclical,Auto & Truck Dealerships,2155612928,USD,2155612928.0
SAIA,Industrials,Trucking,7581962240,USD,7581962240.0
SAIC,Technology,Information Technology Services,4206871296,USD,4206871296.0
SAIL,Technology,Software - Infrastructure,11962091520,USD,11962091520.0
SAM,Consumer Defensive,Beverages - Brewers,2185071872,USD,2185071872.0
SAMG,Financial Services,Asset Management,115563832,USD,115563832.0
SAN,Financial Services,Banks - Diversified,150619488256,USD,150619488256.0
SAN.MC,Financial Services,Banks - Diversified,128666017792,EUR,147857982538.47427
SAN.NZ,Consumer Defensive,Farm Products,575997760,NZD,326455312.846624
SANA,Healthcare,Biotechnology,1175634688,USD,1175634688.0
SANB11.SA,Financial Services,Banks - Regional,148740472832,BRL,27632032280.03664
SANM,Technology,Electronic Components,7639478272,USD,7639478272.0
SARO,Industrials,Aerospace & Defense,9519024128,USD,9519024128.0
SATL,Industrials,Aerospace & Defense,250529984,USD,250529984.0
SATS,Communication Services,Telecom Services,21685186560,USD,21685186560.0
SAX.DE,Communication Services,Advertising Agencies,2079561472,EUR,2389751148.681139
SB,Industrials,Marine Shipping,471695648,USD,471695648.0
SBAC,Real Estate,REIT - Specialty,20779986944,USD,20779986944.0
SBC,Industrials,Consulting Services,334400832,USD,334400832.0
SBCF,Financial Services,Banks - Regional,2976169472,USD,2976169472.0
SBFG,Financial Services,Banks - Regional,118083792,USD,118083792.0
SBGI,Communication Services,Broadcasting,951376256,USD,951376256.0
SBH,Consumer Cyclical,Specialty Retail,1412931584,USD,1412931584.0
SBILIFE.NS,Financial Services,Insurance - Life,1976562876416,INR,22290217416.816853
SBIN.NS,Financial Services,Banks - Regional,8839238778880,INR,99682411589.98982
SBM.AX,Basic Materials,Gold,629093824,AUD,409140076.4069478
SBMO.AS,Energy,Oil & Gas Equipment & Services,3752734976,EUR,4312497053.028633
SBRA,Real Estate,REIT - Healthcare Facilities,4289881856,USD,4289881856.0
SBRY.L,Consumer Defensive,Grocery Stores,7641588224,GBp,9974010329.482138
SBSI,Financial Services,Banks - Regional,859289856,USD,859289856.0
SBSP3.SA,Utilities,Utilities - Regulated Water,90735935488,BRL,16856328681.942549
SBUX,Consumer Cyclical,Restaurants,92043419648,USD,92043419648.0
SCB.BK,Financial Services,Banks - Regional,441091063808,THB,13547022529.935114
SCC.BK,Industrials,Conglomerates,234600005632,THB,7205159710.972968
SCCO,Basic Materials,Copper,112317997056,USD,112317997056.0
SCG.AX,Real Estate,REIT - Retail,21021132800,AUD,13671391375.720448
SCGP.BK,Consumer Cyclical,Packaging & Containers,76413976576,THB,2346866548.009697
SCHL,Communication Services,Publishing,716454592,USD,716454592.0
SCHW,Financial Services,Capital Markets,169087680512,USD,169087680512.0
SCI,Consumer Cyclical,Personal Services,11414968320,USD,11414968320.0
SCL,Basic Materials,Specialty Chemicals,961877184,USD,961877184.0
SCL.NZ,Consumer Defensive,Packaged Foods,874216960,NZD,495475487.912704
SCP.AX,Industrials,Consulting Services,14649573,AUD,9527557.23850368
SCS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1817506432,USD,1817506432.0
SCSC,Technology,Electronics & Computer Distribution,932998144,USD,932998144.0
SCVL,Consumer Cyclical,Apparel Retail,487783680,USD,487783680.0
SCYR.MC,Industrials,Engineering & Construction,3030243840,EUR,3482238344.4426236
SD,Energy,Oil & Gas E&P,442860064,USD,442860064.0
SDF.AX,Financial Services,Insurance Brokers,6322771968,AUD,4112104279.8398666
SDF.DE,Basic Materials,Agricultural Inputs,1984318592,EUR,2280301735.9331713
SDGR,Healthcare,Health Information Services,1512602752,USD,1512602752.0
SDR.L,Financial Services,Asset Management,5916992000,GBp,7723020083.9808
SDRL,Energy,Oil & Gas Drilling,1976278272,USD,1976278272.0
SEAT,Communication Services,Internet Content & Information,125443560,USD,125443560.0
SEB,Industrials,Conglomerates,3447158016,USD,3447158016.0
SEE,Consumer Cyclical,Packaging & Containers,4998284288,USD,4998284288.0
SEG,Real Estate,Real Estate Services,305569856,USD,305569856.0
SEI,Energy,Oil & Gas Equipment & Services,3647448064,USD,3647448064.0
SEIC,Financial Services,Asset Management,9902899200,USD,9902899200.0
SEK.AX,Communication Services,Internet Content & Information,9644945408,AUD,6272726818.519777
SEM,Healthcare,Medical Care Facilities,1661632128,USD,1661632128.0
SEM.LS,Basic Materials,Paper & Paper Products,1426187776,EUR,1638919513.4747136
SEMR,Technology,Software - Application,1090012160,USD,1090012160.0
SENEA,Consumer Defensive,Packaged Foods,726076288,USD,726076288.0
SEPN,Healthcare,Biotechnology,893931968,USD,893931968.0
SERV,Industrials,Specialty Industrial Machinery,794969408,USD,794969408.0
SEVN,Real Estate,REIT - Mortgage,142371072,USD,142371072.0
SEZL,Financial Services,Credit Services,2180563712,USD,2180563712.0
SF,Financial Services,Capital Markets,12145064960,USD,12145064960.0
SFBC,Financial Services,Banks - Regional,105551280,USD,105551280.0
SFBS,Financial Services,Banks - Regional,3863920640,USD,3863920640.0
SFD,Consumer Defensive,Packaged Foods,8628824064,USD,8628824064.0
SFIX,Consumer Cyclical,Apparel Retail,566214336,USD,566214336.0
SFL,Industrials,Marine Shipping,986241728,USD,986241728.0
SFM,Consumer Defensive,Grocery Stores,8161506304,USD,8161506304.0
SFNC,Financial Services,Banks - Regional,2509151232,USD,2509151232.0
SFR.AX,Basic Materials,Copper,7297382912,AUD,4745956307.761233
SFST,Financial Services,Banks - Regional,361224608,USD,361224608.0
SG,Consumer Cyclical,Restaurants,757738368,USD,757738368.0
SGC,Consumer Cyclical,Apparel Manufacturing,157607040,USD,157607040.0
SGE.L,Technology,Software - Application,11053970432,GBp,14427945086.636236
SGHC,Consumer Cyclical,Gambling,5339533312,USD,5339533312.0
SGHT,Healthcare,Medical Devices,267073536,USD,267073536.0
SGI,Consumer Cyclical,"Furnishings, Fixtures & Appliances",16681906176,USD,16681906176.0
SGM.AX,Basic Materials,Steel,3043216128,AUD,1979198700.7851725
SGP.AX,Real Estate,REIT - Diversified,15285147648,AUD,9940912210.567495
SGR.AX,Consumer Cyclical,Resorts & Casinos,255312608,AUD,166046169.83932927
SGRO.L,Real Estate,REIT - Industrial,9685442560,GBp,12641705010.438143
SGRY,Healthcare,Medical Care Facilities,2782144256,USD,2782144256.0
SHAK,Consumer Cyclical,Restaurants,3992643840,USD,3992643840.0
SHBI,Financial Services,Banks - Regional,524386016,USD,524386016.0
SHC,Healthcare,Diagnostics & Research,4718013952,USD,4718013952.0
SHEL.L,Energy,Oil & Gas Integrated,162226946048,GBp,211743055000.1713
SHELL.AS,Energy,Oil & Gas Integrated,184237801472,EUR,211718914601.14514
SHEN,Communication Services,Telecom Services,668110336,USD,668110336.0
SHL.AX,Healthcare,Diagnostics & Research,10383125504,AUD,6752812696.583536
SHLS,Technology,Solar,1730530432,USD,1730530432.0
SHO,Real Estate,REIT - Hotel & Motel,1713087360,USD,1713087360.0
SHOO,Consumer Cyclical,Footwear & Accessories,2382998528,USD,2382998528.0
SHOP,Technology,Software - Application,225276510208,USD,225276510208.0
SHRIRAMFIN.NS,Financial Services,Credit Services,1498302644224,INR,16896751474.206835
SHW,Basic Materials,Specialty Chemicals,85681922048,USD,85681922048.0
SIEB,Financial Services,Capital Markets,111578344,USD,111578344.0
SIGA,Healthcare,Drug Manufacturers - Specialty & Generic,587169216,USD,587169216.0
SIGI,Financial Services,Insurance - Property & Casualty,4471482368,USD,4471482368.0
SILA,Real Estate,REIT - Healthcare Facilities,1297948928,USD,1297948928.0
SION,Healthcare,Biotechnology,1591682176,USD,1591682176.0
SIRI,Communication Services,Entertainment,7367333888,USD,7367333888.0
SITC,Real Estate,REIT - Retail,384926112,USD,384926112.0
SITE,Industrials,Industrial Distribution,5554593792,USD,5554593792.0
SITM,Technology,Semiconductors,7495384576,USD,7495384576.0
SJM,Consumer Defensive,Packaged Foods,11056849920,USD,11056849920.0
SKC.NZ,Consumer Cyclical,Resorts & Casinos,810745536,NZD,459502112.6364864
SKIL,Consumer Defensive,Education & Training Services,112875224,USD,112875224.0
SKIN,Consumer Defensive,Household & Personal Products,173750800,USD,173750800.0
SKL.NZ,Industrials,Specialty Industrial Machinery,1090157952,NZD,617863262.6494849
SKO.NZ,Technology,Software - Infrastructure,329891904,NZD,186971151.9813696
SKT,Real Estate,REIT - Retail,3709843968,USD,3709843968.0
SKT.NZ,Communication Services,Entertainment,494253312,NZD,280125428.9503488
SKWD,Financial Services,Insurance - Property & Casualty,1822741120,USD,1822741120.0
SKY,Consumer Cyclical,Residential Construction,3764107008,USD,3764107008.0
SKYH,Real Estate,Real Estate - Development,750879744,USD,750879744.0
SKYT,Technology,Semiconductors,774185344,USD,774185344.0
SKYW,Industrials,Airlines,4032447232,USD,4032447232.0
SKYX,Industrials,Electrical Equipment & Parts,185862544,USD,185862544.0
SLAB,Technology,Semiconductors,4199046912,USD,4199046912.0
SLB,Energy,Oil & Gas Equipment & Services,55305052160,USD,55305052160.0
SLDB,Healthcare,Biotechnology,404919168,USD,404919168.0
SLDE,Financial Services,Insurance - Property & Casualty,2023018752,USD,2023018752.0
SLDP,Consumer Cyclical,Auto Parts,1163845760,USD,1163845760.0
SLG,Real Estate,REIT - Office,3824891904,USD,3824891904.0
SLGN,Consumer Cyclical,Packaging & Containers,4156685056,USD,4156685056.0
SLM,Financial Services,Credit Services,5532803584,USD,5532803584.0
SLND,Industrials,Engineering & Construction,244590928,USD,244590928.0
SLNO,Healthcare,Biotechnology,3488969984,USD,3488969984.0
SLP,Healthcare,Health Information Services,340953248,USD,340953248.0
