Company Ticker,Sector,Industry,MarketCap,Currency
RPAY,Technology,Software - Infrastructure,396400032,USD
RPD,Technology,Software - Infrastructure,1209454336,USD
RPM,Basic Materials,Specialty Chemicals,13886088192,USD
RPRX,Healthcare,Biotechnology,21752399872,USD
RPT,Real Estate,REIT - Mortgage,112208296,USD
RR,Industrials,Specialty Industrial Machinery,880616704,USD
RR.L,Industrials,Aerospace & Defense,94931288064,GBp
RRBI,Financial Services,Banks - Regional,426690368,USD
RRC,Energy,Oil & Gas E&P,8747669504,USD
RRL.AX,Basic Materials,Gold,4915717632,AUD
RRR,Consumer Cyclical,Resorts & Casinos,5539826176,USD
RRTL.DE,Communication Services,Broadcasting,5098075648,EUR
RRX,Industrials,Specialty Industrial Machinery,9092065280,USD
RS,Basic Materials,Steel,14710414336,USD
RSG,Industrials,Waste Management,63547211776,USD
RSI,Consumer Cyclical,Gambling,3883958272,USD
RSVR,Communication Services,Entertainment,483825600,USD
RTO.L,Industrials,Specialty Business Services,10602976256,GBp
RTX,Industrials,Aerospace & Defense,237370261504,USD
RUM,Communication Services,Internet Content & Information,2107819136,USD
RUN,Technology,Solar,4607729152,USD
RUSHA,Consumer Cyclical,Auto & Truck Dealerships,3711245312,USD
RUSHB,Consumer Cyclical,Auto & Truck Dealerships,3711985664,USD
RVLV,Consumer Cyclical,Internet Retail,1518597376,USD
RVMD,Healthcare,Biotechnology,11090746368,USD
RVSB,Financial Services,Banks - Regional,108931560,USD
RVTY,Healthcare,Diagnostics & Research,10791267328,USD
RWC.AX,Industrials,Building Products & Equipment,3096389120,AUD
RWT,Real Estate,REIT - Mortgage,650242880,USD
RXL.PA,Technology,Electronics & Computer Distribution,8660271104,EUR
RXO,Industrials,Trucking,2889455104,USD
RXRX,Healthcare,Biotechnology,2374824192,USD
RXST,Healthcare,Medical Devices,355150592,USD
RXT,Technology,Software - Infrastructure,375796256,USD
RY,Financial Services,Banks - Diversified,208495329280,USD
RYAM,Basic Materials,Chemicals,448905888,USD
RYAN,Financial Services,Insurance - Specialty,14063678464,USD
RYI,Industrials,Metal Fabrication,674786176,USD
RYM.NZ,Healthcare,Medical Care Facilities,2925299968,NZD
RYN,Real Estate,REIT - Specialty,3395895552,USD
RYTM,Healthcare,Biotechnology,7554620928,USD
RZLT,Healthcare,Biotechnology,826535296,USD
RZLV,Technology,Software - Infrastructure,1323326848,USD
S,Technology,Software - Infrastructure,5925645824,USD
S32.AX,Basic Materials,Other Industrial Metals & Mining,14232744960,AUD
S58.SI,Industrials,Airports & Air Services,5137397248,SGD
S63.SI,Industrials,Aerospace & Defense,26408951808,SGD
S68.SI,Financial Services,Financial Data & Stock Exchanges,18286843904,SGD
SAB.MC,Financial Services,Banks - Diversified,16296511488,EUR
SABR,Technology,Software - Infrastructure,792973888,USD
SAFE,Real Estate,REIT - Diversified,1039026240,USD
SAFT,Financial Services,Insurance - Property & Casualty,1016229504,USD
SAFX,Utilities,Utilities - Renewable,133324496,USD
SAH,Consumer Cyclical,Auto & Truck Dealerships,2155612928,USD
SAIA,Industrials,Trucking,7581962240,USD
SAIC,Technology,Information Technology Services,4206871296,USD
SAIL,Technology,Software - Infrastructure,11962091520,USD
SAM,Consumer Defensive,Beverages - Brewers,2185071872,USD
SAMG,Financial Services,Asset Management,115563832,USD
SAN,Financial Services,Banks - Diversified,150619488256,USD
SAN.MC,Financial Services,Banks - Diversified,128666017792,EUR
SAN.NZ,Consumer Defensive,Farm Products,575997760,NZD
SANA,Healthcare,Biotechnology,1175634688,USD
SANB11.SA,Financial Services,Banks - Regional,148740472832,BRL
SANM,Technology,Electronic Components,7639478272,USD
SARO,Industrials,Aerospace & Defense,9519024128,USD
SATL,Industrials,Aerospace & Defense,250529984,USD
SATS,Communication Services,Telecom Services,21685186560,USD
SAX.DE,Communication Services,Advertising Agencies,2079561472,EUR
SB,Industrials,Marine Shipping,471695648,USD
SBAC,Real Estate,REIT - Specialty,20779986944,USD
SBC,Industrials,Consulting Services,334400832,USD
SBCF,Financial Services,Banks - Regional,2976169472,USD
SBFG,Financial Services,Banks - Regional,118083792,USD
SBGI,Communication Services,Broadcasting,951376256,USD
SBH,Consumer Cyclical,Specialty Retail,1412931584,USD
SBILIFE.NS,Financial Services,Insurance - Life,1976562876416,INR
SBIN.NS,Financial Services,Banks - Regional,8839238778880,INR
SBM.AX,Basic Materials,Gold,629093824,AUD
SBMO.AS,Energy,Oil & Gas Equipment & Services,3752734976,EUR
SBRA,Real Estate,REIT - Healthcare Facilities,4289881856,USD
SBRY.L,Consumer Defensive,Grocery Stores,7641588224,GBp
SBSI,Financial Services,Banks - Regional,859289856,USD
SBSP3.SA,Utilities,Utilities - Regulated Water,90735935488,BRL
SBUX,Consumer Cyclical,Restaurants,92043419648,USD
SCB.BK,Financial Services,Banks - Regional,441091063808,THB
SCC.BK,Industrials,Conglomerates,234600005632,THB
SCCO,Basic Materials,Copper,112317997056,USD
SCG.AX,Real Estate,REIT - Retail,21021132800,AUD
SCGP.BK,Consumer Cyclical,Packaging & Containers,76413976576,THB
SCHL,Communication Services,Publishing,716454592,USD
SCHW,Financial Services,Capital Markets,169087680512,USD
SCI,Consumer Cyclical,Personal Services,11414968320,USD
SCL,Basic Materials,Specialty Chemicals,961877184,USD
SCL.NZ,Consumer Defensive,Packaged Foods,874216960,NZD
SCP.AX,Industrials,Consulting Services,14649573,AUD
SCS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1817506432,USD
SCSC,Technology,Electronics & Computer Distribution,932998144,USD
SCVL,Consumer Cyclical,Apparel Retail,487783680,USD
SCYR.MC,Industrials,Engineering & Construction,3030243840,EUR
SD,Energy,Oil & Gas E&P,442860064,USD
SDF.AX,Financial Services,Insurance Brokers,6322771968,AUD
SDF.DE,Basic Materials,Agricultural Inputs,1984318592,EUR
SDGR,Healthcare,Health Information Services,1512602752,USD
SDR.L,Financial Services,Asset Management,5916992000,GBp
SDRL,Energy,Oil & Gas Drilling,1976278272,USD
SEAT,Communication Services,Internet Content & Information,125443560,USD
SEB,Industrials,Conglomerates,3447158016,USD
SEE,Consumer Cyclical,Packaging & Containers,4998284288,USD
SEG,Real Estate,Real Estate Services,305569856,USD
SEI,Energy,Oil & Gas Equipment & Services,3647448064,USD
SEIC,Financial Services,Asset Management,9902899200,USD
SEK.AX,Communication Services,Internet Content & Information,9644945408,AUD
SEM,Healthcare,Medical Care Facilities,1661632128,USD
SEM.LS,Basic Materials,Paper & Paper Products,1426187776,EUR
SEMR,Technology,Software - Application,1090012160,USD
SENEA,Consumer Defensive,Packaged Foods,726076288,USD
SEPN,Healthcare,Biotechnology,893931968,USD
SERV,Industrials,Specialty Industrial Machinery,794969408,USD
SEVN,Real Estate,REIT - Mortgage,142371072,USD
SEZL,Financial Services,Credit Services,2180563712,USD
SF,Financial Services,Capital Markets,12145064960,USD
SFBC,Financial Services,Banks - Regional,105551280,USD
SFBS,Financial Services,Banks - Regional,3863920640,USD
SFD,Consumer Defensive,Packaged Foods,8628824064,USD
SFIX,Consumer Cyclical,Apparel Retail,566214336,USD
SFL,Industrials,Marine Shipping,986241728,USD
SFM,Consumer Defensive,Grocery Stores,8161506304,USD
SFNC,Financial Services,Banks - Regional,2509151232,USD
SFR.AX,Basic Materials,Copper,7297382912,AUD
SFST,Financial Services,Banks - Regional,361224608,USD
SG,Consumer Cyclical,Restaurants,757738368,USD
SGC,Consumer Cyclical,Apparel Manufacturing,157607040,USD
SGE.L,Technology,Software - Application,11053970432,GBp
SGHC,Consumer Cyclical,Gambling,5339533312,USD
SGHT,Healthcare,Medical Devices,267073536,USD
SGI,Consumer Cyclical,"Furnishings, Fixtures & Appliances",16681906176,USD
SGM.AX,Basic Materials,Steel,3043216128,AUD
SGP.AX,Real Estate,REIT - Diversified,15285147648,AUD
SGR.AX,Consumer Cyclical,Resorts & Casinos,255312608,AUD
SGRO.L,Real Estate,REIT - Industrial,9685442560,GBp
SGRY,Healthcare,Medical Care Facilities,2782144256,USD
SHAK,Consumer Cyclical,Restaurants,3992643840,USD
SHBI,Financial Services,Banks - Regional,524386016,USD
SHC,Healthcare,Diagnostics & Research,4718013952,USD
SHEL.L,Energy,Oil & Gas Integrated,162226946048,GBp
SHELL.AS,Energy,Oil & Gas Integrated,184237801472,EUR
SHEN,Communication Services,Telecom Services,668110336,USD
SHL.AX,Healthcare,Diagnostics & Research,10383125504,AUD
SHLS,Technology,Solar,1730530432,USD
SHO,Real Estate,REIT - Hotel & Motel,1713087360,USD
SHOO,Consumer Cyclical,Footwear & Accessories,2382998528,USD
SHOP,Technology,Software - Application,225276510208,USD
SHRIRAMFIN.NS,Financial Services,Credit Services,1498302644224,INR
SHW,Basic Materials,Specialty Chemicals,85681922048,USD
SIEB,Financial Services,Capital Markets,111578344,USD
SIGA,Healthcare,Drug Manufacturers - Specialty & Generic,587169216,USD
SIGI,Financial Services,Insurance - Property & Casualty,4471482368,USD
SILA,Real Estate,REIT - Healthcare Facilities,1297948928,USD
SION,Healthcare,Biotechnology,1591682176,USD
SIRI,Communication Services,Entertainment,7367333888,USD
SITC,Real Estate,REIT - Retail,384926112,USD
SITE,Industrials,Industrial Distribution,5554593792,USD
SITM,Technology,Semiconductors,7495384576,USD
SJM,Consumer Defensive,Packaged Foods,11056849920,USD
SKC.NZ,Consumer Cyclical,Resorts & Casinos,810745536,NZD
SKIL,Consumer Defensive,Education & Training Services,112875224,USD
SKIN,Consumer Defensive,Household & Personal Products,173750800,USD
SKL.NZ,Industrials,Specialty Industrial Machinery,1090157952,NZD
SKO.NZ,Technology,Software - Infrastructure,329891904,NZD
SKT,Real Estate,REIT - Retail,3709843968,USD
SKT.NZ,Communication Services,Entertainment,494253312,NZD
SKWD,Financial Services,Insurance - Property & Casualty,1822741120,USD
SKY,Consumer Cyclical,Residential Construction,3764107008,USD
SKYH,Real Estate,Real Estate - Development,750879744,USD
SKYT,Technology,Semiconductors,774185344,USD
SKYW,Industrials,Airlines,4032447232,USD
SKYX,Industrials,Electrical Equipment & Parts,185862544,USD
SLAB,Technology,Semiconductors,4199046912,USD
SLB,Energy,Oil & Gas Equipment & Services,55305052160,USD
SLDB,Healthcare,Biotechnology,404919168,USD
SLDE,Financial Services,Insurance - Property & Casualty,2023018752,USD
SLDP,Consumer Cyclical,Auto Parts,1163845760,USD
SLG,Real Estate,REIT - Office,3824891904,USD
SLGN,Consumer Cyclical,Packaging & Containers,4156685056,USD
SLM,Financial Services,Credit Services,5532803584,USD
SLND,Industrials,Engineering & Construction,244590928,USD
SLNO,Healthcare,Biotechnology,3488969984,USD
SLP,Healthcare,Health Information Services,340953248,USD
SLQT,Financial Services,Insurance Brokers,362322784,USD
SLR.MC,Utilities,Utilities - Renewable,1871764096,EUR
SLS,Healthcare,Biotechnology,263921600,USD
SLSN,Consumer Defensive,Household & Personal Products,227656688,USD
SLVM,Basic Materials,Paper & Paper Products,1584219136,USD
SM,Energy,Oil & Gas E&P,2216623616,USD
SMA,Real Estate,REIT - Industrial,1909372288,USD
SMBC,Financial Services,Banks - Regional,605010368,USD
SMBK,Financial Services,Banks - Regional,597853120,USD
SMC,Energy,Oil & Gas Midstream,268831328,USD
SMCI,Technology,Computer Hardware,30159368192,USD
SMG,Basic Materials,Agricultural Inputs,3117883136,USD
SMHI,Industrials,Marine Shipping,189643120,USD
SMID,Basic Materials,Building Materials,194360768,USD
SMIN.L,Industrials,Specialty Industrial Machinery,8199174144,GBp
SMLR,Healthcare,Medical Devices,384763168,USD
SMMT,Healthcare,Biotechnology,13563743232,USD
SMP,Consumer Cyclical,Auto Parts,817049920,USD
SMPL,Consumer Defensive,Packaged Foods,1980181120,USD
SMR,Industrials,Specialty Industrial Machinery,5466866688,USD
SMT.L,Financial Services,Asset Management,12705184768,GBp
SMTC,Technology,Semiconductors,5835550208,USD
SMTI,Healthcare,Medical Instruments & Supplies,258079152,USD
SN,Consumer Cyclical,"Furnishings, Fixtures & Appliances",12039058432,USD
SN.L,Healthcare,Medical Devices,11944024064,GBp
SNA,Industrials,Tools & Accessories,17567113216,USD
SNBR,Consumer Cyclical,"Furnishings, Fixtures & Appliances",116359816,USD
SNCR,Technology,Software - Infrastructure,64064768,USD
SNCY,Industrials,Airlines,656824320,USD
SNDA,Healthcare,Medical Care Facilities,482248032,USD
SNDK,Technology,Computer Hardware,30307207168,USD
SNDR,Industrials,Trucking,3747905280,USD
SNDX,Healthcare,Biotechnology,1185312128,USD
SNEX,Financial Services,Capital Markets,4522950656,USD
SNFCA,Financial Services,Mortgage Finance,220981024,USD
SNOW,Technology,Software - Application,93895041024,USD
SNPS,Technology,Software - Infrastructure,82791899136,USD
SNV,Financial Services,Banks - Regional,6207719936,USD
SNWV,Healthcare,Medical Devices,234934704,USD
SNX,Technology,Electronics & Computer Distribution,12486052864,USD
SO,Utilities,Utilities - Regulated Electric,102567919616,USD
SOC,Energy,Oil & Gas Drilling,723417664,USD
SOFI,Financial Services,Credit Services,36895965184,USD
SOI.PA,Technology,Semiconductor Equipment & Materials,1416679680,EUR
SOL.AX,Financial Services,Capital Markets,14212795392,AUD
SOLS,Technology,Semiconductor Equipment & Materials,6985346560,USD
SOLV,Healthcare,Medical Instruments & Supplies,11811176448,USD
SON,Consumer Cyclical,Packaging & Containers,3934470912,USD
SON.LS,Consumer Defensive,Grocery Stores,2702038528,EUR
SONO,Technology,Consumer Electronics,2031997440,USD
SOUN,Technology,Software - Application,6975513088,USD
SPB,Consumer Defensive,Household & Personal Products,1304275072,USD
SPFI,Financial Services,Banks - Regional,591583808,USD
SPG,Real Estate,REIT - Retail,66641162240,USD
SPG.NZ,Real Estate,Real Estate Services,822409152,NZD
SPGI,Financial Services,Financial Data & Stock Exchanges,150497656832,USD
SPHR,Communication Services,Entertainment,2388201216,USD
SPIR,Industrials,Specialty Business Services,346815520,USD
SPK.NZ,Communication Services,Telecom Services,4535875072,NZD
SPM.MI,Energy,Oil & Gas Equipment & Services,4409757696,EUR
SPNS,Technology,Software - Application,2408758528,USD
SPNT,Financial Services,Insurance - Reinsurance,2205460224,USD
SPOK,Healthcare,Health Information Services,286520512,USD
SPOT,Communication Services,Internet Content & Information,132539400192,USD
SPR,Industrials,Aerospace & Defense,4288422400,USD
SPRY,Healthcare,Biotechnology,851883008,USD
SPSC,Technology,Software - Application,3112131584,USD
SPT,Technology,Software - Application,611089920,USD
SPWR,Technology,Solar,151273568,USD
SPX.L,Industrials,Specialty Industrial Machinery,5221914624,GBp
SPXC,Industrials,Building Products & Equipment,10721126400,USD
SR,Utilities,Utilities - Regulated Gas,5183582720,USD
SRBK,Financial Services,Banks - Regional,115319824,USD
SRCE,Financial Services,Banks - Regional,1462905728,USD
SRDX,Healthcare,Medical Devices,404908672,USD
SRE,Utilities,Utilities - Diversified,60405899264,USD
SRG.MI,Utilities,Utilities - Regulated Gas,18133866496,EUR
SRPT,Healthcare,Biotechnology,2559228928,USD
SRRK,Healthcare,Biotechnology,2766542848,USD
SRTA,Industrials,Airports & Air Services,434164064,USD
SSB,Financial Services,Banks - Regional,8930789376,USD
SSD,Basic Materials,Lumber & Wood Production,7230589440,USD
SSE.L,Utilities,Utilities - Diversified,21127655424,GBp
SSNC,Technology,Software - Application,20681322496,USD
SSP,Communication Services,Broadcasting,207582864,USD
SSRM,Basic Materials,Gold,4653428736,USD
SSTI,Technology,Software - Application,121900616,USD
SSTK,Communication Services,Internet Content & Information,802424832,USD
ST,Technology,Scientific & Technical Instruments,4635689472,USD
STAA,Healthcare,Medical Instruments & Supplies,1246980736,USD
STAG,Real Estate,REIT - Industrial,7353390080,USD
STAN.L,Financial Services,Banks - Diversified,35983994880,GBp
STBA,Financial Services,Banks - Regional,1419735552,USD
STC,Financial Services,Insurance - Property & Casualty,1923012480,USD
STE,Healthcare,Medical Devices,23373791232,USD
STEL,Financial Services,Banks - Regional,1522828032,USD
STEP,Financial Services,Asset Management,7489690624,USD
STGW,Communication Services,Advertising Agencies,1228839168,USD
STIM,Healthcare,Medical Devices,183165744,USD
STJ.L,Financial Services,Asset Management,6758881280,GBp
STKL,Consumer Defensive,Beverages - Non-Alcoholic,620576384,USD
STLAM.MI,Consumer Cyclical,Auto Manufacturers,24918134784,EUR
STLD,Basic Materials,Steel,22777057280,USD
STM.DE,Industrials,Specialty Industrial Machinery,538498048,EUR
STMMI.MI,Technology,Semiconductors,18602799104,EUR
STNE,Technology,Software - Infrastructure,5088314368,USD
STNG,Energy,Oil & Gas Midstream,3189623296,USD
STO.AX,Energy,Oil & Gas E&P,20590880768,AUD
STOK,Healthcare,Biotechnology,1430212608,USD
STRA,Consumer Defensive,Education & Training Services,1783926400,USD
STRL,Industrials,Engineering & Construction,12060044288,USD
STRS,Real Estate,Real Estate - Diversified,149537744,USD
STRT,Consumer Cyclical,Auto Parts,284096192,USD
STRW,Real Estate,REIT - Healthcare Facilities,640389824,USD
STRZ,Communication Services,Entertainment,179425008,USD
STT,Financial Services,Asset Management,32592969728,USD
STWD,Real Estate,REIT - Mortgage,6830272512,USD
STX,Technology,Computer Hardware,56710352896,USD
STXS,Healthcare,Medical Instruments & Supplies,253167552,USD
STZ,Consumer Defensive,Beverages - Brewers,22902353920,USD
SUI,Real Estate,REIT - Residential,16019710976,USD
SUL.AX,Consumer Cyclical,Specialty Retail,3613223936,AUD
SUM.NZ,Healthcare,Medical Care Facilities,2857312000,NZD
SUN.AX,Financial Services,Insurance - Property & Casualty,21006245888,AUD
SUNPHARMA.NS,Healthcare,Drug Manufacturers - Specialty & Generic,4054875897856,INR
SUNS,Real Estate,REIT - Mortgage,127767792,USD
SUPN,Healthcare,Drug Manufacturers - Specialty & Generic,3123271168,USD
SUZB3.SA,Basic Materials,Paper & Paper Products,60720197632,BRL
SVC,Real Estate,REIT - Hotel & Motel,347070528,USD
SVCO,Technology,Software - Application,175000944,USD
SVRA,Healthcare,Biotechnology,859563008,USD
SVT.L,Utilities,Utilities - Regulated Water,8411728384,GBp
SVV,Consumer Cyclical,Specialty Retail,1340431616,USD
SW,Consumer Cyclical,Packaging & Containers,19095814144,USD
SW.PA,Industrials,Specialty Business Services,6949091328,EUR
SWBI,Industrials,Aerospace & Defense,409274624,USD
SWIM,Industrials,Building Products & Equipment,847260736,USD
SWK,Industrials,Tools & Accessories,10272013312,USD
SWKH,Financial Services,Asset Management,196301840,USD
SWKS,Technology,Semiconductors,11379948544,USD
SWX,Utilities,Utilities - Regulated Gas,5828163584,USD
SXC,Basic Materials,Coking Coal,697643776,USD
SXI,Industrials,Specialty Industrial Machinery,2842042112,USD
SXT,Basic Materials,Specialty Chemicals,3903062784,USD
SYBT,Financial Services,Banks - Regional,1941113600,USD
SYDB.CO,Financial Services,Banks - Regional,27138496512,DKK
SYF,Financial Services,Credit Services,26656264192,USD
SYK,Healthcare,Medical Devices,136968855552,USD
SYNA,Technology,Semiconductors,2773346048,USD
SYRE,Healthcare,Biotechnology,1842844288,USD
SYY,Consumer Defensive,Food Distribution,34908971008,USD
T,Communication Services,Telecom Services,173904199680,USD
TAEE11.SA,Utilities,Utilities - Regulated Electric,13363112960,BRL
TAH.AX,Consumer Cyclical,Gambling,2403023104,AUD
TALK,Healthcare,Health Information Services,549292160,USD
TALO,Energy,Oil & Gas E&P,1723874560,USD
TAP,Consumer Defensive,Beverages - Brewers,8547762688,USD
TARA,Healthcare,Biotechnology,197539136,USD
TARS,Healthcare,Biotechnology,2946122240,USD
TATACONSUM.NS,Consumer Defensive,Packaged Foods,1166969667584,INR
TATAMOTORS.NS,Consumer Cyclical,Auto Manufacturers,1494474162176,INR
TATASTEEL.NS,Basic Materials,Steel,2238158471168,INR
TBBK,Financial Services,Banks - Regional,2802202368,USD
TBCH,Technology,Consumer Electronics,329384352,USD
TBI,Industrials,Staffing & Employment Services,139936064,USD
TBPH,Healthcare,Biotechnology,766498944,USD
TBRG,Healthcare,Health Information Services,288223552,USD
TCAP.BK,Financial Services,Credit Services,53478850560,THB
TCBI,Financial Services,Banks - Regional,3893853952,USD
TCBK,Financial Services,Banks - Regional,1459558912,USD
TCBX,Financial Services,Banks - Regional,506031936,USD
TCI,Real Estate,Real Estate Services,382721696,USD
TCL.AX,Industrials,Infrastructure Operations,45007167488,AUD
TCMD,Healthcare,Medical Devices,351547136,USD
TCS.NS,Technology,Information Technology Services,10966556213248,INR
TCX,Technology,Software - Infrastructure,208938816,USD
TDC,Technology,Software - Infrastructure,2040254976,USD
TDG,Industrials,Aerospace & Defense,73255370752,USD
TDOC,Healthcare,Health Information Services,1444633600,USD
TDS,Communication Services,Telecom Services,4552849920,USD
TDUP,Consumer Cyclical,Internet Retail,1046867456,USD
TDW,Energy,Oil & Gas Equipment & Services,2567168000,USD
TDY,Technology,Scientific & Technical Instruments,24335636480,USD
TE,Industrials,Electrical Equipment & Parts,652744320,USD
TEAD,Communication Services,Internet Content & Information,136759264,USD
TEAM,Technology,Software - Application,46328602624,USD
TECH,Healthcare,Biotechnology,9537779712,USD
TECHM.NS,Technology,Information Technology Services,1252071178240,INR
TECX,Healthcare,Biotechnology,327649376,USD
TEF.MC,Communication Services,Telecom Services,21840666624,EUR
TEG.DE,Real Estate,Real Estate - Diversified,2571945728,EUR
TEL,Technology,Electronic Components,72717565952,USD
TEM,Healthcare,Health Information Services,15411371008,USD
TEN.MI,Energy,Oil & Gas Equipment & Services,18098247680,EUR
TENB,Technology,Software - Infrastructure,3483386624,USD
TER,Technology,Semiconductor Equipment & Materials,28670283776,USD
TERN,Healthcare,Biotechnology,1227779968,USD
TEX,Industrials,Farm & Heavy Construction Machinery,3021506560,USD
TFC,Financial Services,Banks - Regional,56568274944,USD
TFIN,Financial Services,Banks - Regional,1299858048,USD
TFSL,Financial Services,Banks - Regional,3833928960,USD
TFX,Healthcare,Medical Instruments & Supplies,5429087232,USD
TG,Industrials,Metal Fabrication,228465584,USD
TGLS,Basic Materials,Building Materials,2756265984,USD
TGNA,Communication Services,Broadcasting,3175920128,USD
TGT,Consumer Defensive,Discount Stores,41554800640,USD
TGTX,Healthcare,Biotechnology,5345444352,USD
TH,Industrials,Specialty Business Services,776279104,USD
THC,Healthcare,Medical Care Facilities,17699160064,USD
THFF,Financial Services,Banks - Regional,635076096,USD
THG,Financial Services,Insurance - Property & Casualty,6075961856,USD
THL.NZ,Consumer Cyclical,Recreational Vehicles,559378112,NZD
THO,Consumer Cyclical,Recreational Vehicles,5489643520,USD
THR,Industrials,Specialty Industrial Machinery,964176064,USD
THRM,Consumer Cyclical,Auto Parts,1144692992,USD
THRY,Communication Services,Internet Content & Information,306345568,USD
THS,Consumer Defensive,Packaged Foods,947380032,USD
TIC,Industrials,Specialty Business Services,2685301760,USD
TIDLOR.BK,Financial Services,Credit Services,61683298304,THB
TIGO,Communication Services,Telecom Services,7752233472,USD
TILE,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1509812480,USD
TIMS3.SA,Communication Services,Telecom Services,59064860672,BRL
TIPT,Financial Services,Insurance - Specialty,692174336,USD
TISCO.BK,Financial Services,Banks - Regional,86469730304,THB
TIT.MI,Communication Services,Telecom Services,11061875712,EUR
TITAN.NS,Consumer Cyclical,Luxury Goods,3402910138368,INR
TITN,Industrials,Industrial Distribution,391263616,USD
TJX,Consumer Cyclical,Apparel Retail,156267741184,USD
TK,Energy,Oil & Gas Midstream,821993472,USD
TKA.DE,Industrials,Conglomerates,5757173248,EUR
TKNO,Healthcare,Drug Manufacturers - Specialty & Generic,271857056,USD
TKO,Communication Services,Entertainment,15417915392,USD
TKR,Industrials,Tools & Accessories,5429652480,USD
TLC.AX,Consumer Cyclical,Gambling,12151731200,AUD
TLI.BK,Financial Services,Insurance - Life,114500001792,THB
TLN,Utilities,Utilities - Independent Power Producers,18892705792,USD
TLS,Technology,Software - Infrastructure,496561536,USD
TLS.AX,Communication Services,Telecom Services,55162408960,AUD
TLSI,Healthcare,Medical Devices,234874896,USD
TLX.AX,Healthcare,Biotechnology,5361943040,AUD
TLX.DE,Financial Services,Insurance - Diversified,27139866624,EUR
TMCI,Healthcare,Medical Devices,416310912,USD
TMDX,Healthcare,Medical Devices,4262221824,USD
TMHC,Consumer Cyclical,Residential Construction,5714960384,USD
TMO,Healthcare,Diagnostics & Research,212229980160,USD
TMP,Financial Services,Banks - Regional,936340352,USD
TMUS,Communication Services,Telecom Services,227414769664,USD
TMV.DE,Technology,Software - Application,962987456,EUR
TNC,Industrials,Specialty Industrial Machinery,1470512000,USD
TNDM,Healthcare,Medical Devices,970297600,USD
TNE.AX,Technology,Software - Application,12063529984,AUD
TNET,Industrials,Staffing & Employment Services,2882782208,USD
TNGX,Healthcare,Biotechnology,1059591552,USD
TNK,Energy,Oil & Gas Midstream,2093406592,USD
TNL,Consumer Cyclical,Travel Services,4071994368,USD
TNXP,Healthcare,Biotechnology,215222832,USD
TOI,Healthcare,Medical Care Facilities,419836384,USD
TOL,Consumer Cyclical,Residential Construction,12848817152,USD
TOP.BK,Energy,Oil & Gas Refining & Marketing,80418078720,THB
TOST,Technology,Software - Infrastructure,20824760320,USD
TOTS3.SA,Technology,Software - Application,25503076352,BRL
TOWN,Financial Services,Banks - Regional,2571488000,USD
TPB,Consumer Defensive,Tobacco,1687838464,USD
TPC,Industrials,Engineering & Construction,3597616896,USD
TPG,Financial Services,Asset Management,20711124992,USD
TPG.AX,Communication Services,Telecom Services,10151294976,AUD
TPH,Consumer Cyclical,Residential Construction,2680889600,USD
TPL,Energy,Oil & Gas E&P,21248141312,USD
TPR,Consumer Cyclical,Luxury Goods,22010896384,USD
TR,Consumer Defensive,Confectioners,1541232000,USD
TRA.NZ,Consumer Cyclical,Auto & Truck Dealerships,671506560,NZD
TRAK,Technology,Software - Application,274624256,USD
TRC,Industrials,Conglomerates,421966144,USD
TRDA,Healthcare,Biotechnology,257891408,USD
TREE,Financial Services,Financial Conglomerates,898711552,USD
TRENT.NS,Consumer Cyclical,Apparel Retail,1656784814080,INR
TREX,Industrials,Building Products & Equipment,5140813312,USD
TRGP,Energy,Oil & Gas Midstream,33589295104,USD
TRI,Industrials,Specialty Business Services,70390210560,USD
TRIP,Consumer Cyclical,Travel Services,1788457216,USD
TRMB,Technology,Scientific & Technical Instruments,18935199744,USD
TRMK,Financial Services,Banks - Regional,2257106176,USD
TRN,Industrials,Railroads,2136008960,USD
TRN.MI,Utilities,Utilities - Regulated Electric,17911097344,EUR
TRNO,Real Estate,REIT - Industrial,5967733248,USD
TRNS,Industrials,Specialty Business Services,658113408,USD
TROW,Financial Services,Asset Management,22196883456,USD
TROX,Basic Materials,Chemicals,524716544,USD
TRS,Consumer Cyclical,Packaging & Containers,1468121600,USD
TRST,Financial Services,Banks - Regional,711174848,USD
TRTX,Real Estate,REIT - Mortgage,684786752,USD
TRU,Financial Services,Financial Data & Stock Exchanges,15846719488,USD
TRUE,Communication Services,Internet Content & Information,194579040,USD
TRUE.BK,Communication Services,Telecom Services,386983493632,THB
TRUP,Financial Services,Insurance - Property & Casualty,1704738944,USD
TRV,Financial Services,Insurance - Property & Casualty,59705155584,USD
TRVI,Healthcare,Biotechnology,1303012352,USD
TRYG.CO,Financial Services,Insurance - Diversified,96431800320,DKK
TSBK,Financial Services,Banks - Regional,256016592,USD
TSCO,Consumer Cyclical,Specialty Retail,27817164800,USD
TSCO.L,Consumer Defensive,Grocery Stores,29692833792,GBp
TSE,Basic Materials,Specialty Chemicals,53209812,USD
TSHA,Healthcare,Biotechnology,1216665216,USD
TSLA,Consumer Cyclical,Auto Manufacturers,1557713911808,USD
TSM,Technology,Semiconductors,1581163347968,USD
TSN,Consumer Defensive,Farm Products,18368372736,USD
TSSI,Technology,Information Technology Services,556403008,USD
TT,Industrials,Building Products & Equipment,98964332544,USD
TTAM,Basic Materials,Building Materials,2780185856,USD
